country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Czechia,2025-W44,aktu,2,6.67,2222.22,30,24h
Chile,2025-W44,derecha,2,6.67,2222.22,30,24h
United Arab Emirates,2025-W44,zayed,2,6.67,2222.22,30,24h
Slovakia,2025-W44,hudba,2,6.67,2222.22,30,24h
Spain,2025-W44,estas,2,6.67,2222.22,30,24h
Malaysia,2025-W44,sarawak,2,6.67,2222.22,30,24h
Guyana,2025-W44,truck,2,6.67,2222.22,30,24h
India,2025-W44,anant,2,6.67,2222.22,30,24h
Ghana,2025-W44,ghana,4,13.33,2222.22,30,24h
Qatar,2025-W44,qatar,8,26.67,2222.22,30,24h
Switzerland,2025-W44,menschen,4,13.33,2222.22,30,24h
United States,2025-W44,postseason,2,6.67,2222.22,30,24h
Myanmar,2025-W44,album,2,6.67,2222.22,30,24h
Norway,2025-W44,etter,2,6.67,2222.22,30,24h
Malawi,2025-W44,movies,2,6.67,2222.22,30,24h
Latvia,2025-W44,rtas,2,6.67,2222.22,30,24h
China,2025-W44,starts,1,3.33,1666.67,30,24h
Bangladesh,2025-W44,ttecr,1,3.33,1666.67,30,24h
Cyprus,2025-W44,forwards,1,3.33,1666.67,30,24h
Egypt,2025-W44,submissions,1,3.33,1666.67,30,24h
Morocco,2025-W44,napok,1,3.33,1666.67,30,24h
Mauritius,2025-W44,septembre,1,3.33,1666.67,30,24h
Japan,2025-W44,nisa,1,3.33,1666.67,30,24h
Kazakhstan,2025-W44,reuters,1,3.33,1666.67,30,24h
Iran,2025-W44,violation,1,3.33,1666.67,30,24h
Kuwait,2025-W44,enduring,1,3.33,1666.67,30,24h
Madagascar,2025-W44,madagascar,1,3.33,1666.67,30,24h
Greece,2025-W44,mercedes,1,3.33,1666.67,30,24h
Israel,2025-W44,tombeau,1,3.33,1666.67,30,24h
North Macedonia,2025-W44,vritet,1,3.33,1666.67,30,24h
Syria,2025-W44,countryside,1,3.33,1666.67,30,24h
Saudi Arabia,2025-W44,pact,1,3.33,1666.67,30,24h
Ukraine,2025-W44,gazeta,1,3.33,1111.11,30,24h
Libya,2025-W44,back,1,3.33,303.03,30,24h
