country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Honduras,2025-W43,penal,3,10.0,2500.0,30,24h
Canada,2025-W43,pinnacle,2,7.41,2469.14,27,24h
Democratic Republic of the Congo,2025-W43,kinshasa,2,7.41,2469.14,27,24h
Iceland,2025-W43,fyrir,2,6.67,2222.22,30,24h
Argentina,2025-W43,oficialistas,2,6.67,2222.22,30,24h
France,2025-W43,annul,2,6.67,2222.22,30,24h
Guatemala,2025-W43,publinews,2,6.67,2222.22,30,24h
Ukraine,2025-W43,intel,2,6.67,2222.22,30,24h
United States,2025-W43,nick,2,6.67,2222.22,30,24h
Denmark,2025-W43,oxen,2,6.67,2222.22,30,24h
Estonia,2025-W43,inimesed,2,6.67,2222.22,30,24h
Bosnia and Herzegovina,2025-W43,kafu,2,6.67,2222.22,30,24h
Saint Vincent and the Grenadines,2025-W43,searchlight,2,6.67,2222.22,30,7d
United Arab Emirates,2025-W43,dubai,2,6.67,2222.22,30,24h
Japan,2025-W43,adas,2,6.67,2222.22,30,24h
Panama,2025-W43,autoridad,2,6.67,2222.22,30,24h
Moldova,2025-W43,maia,4,13.33,2222.22,30,24h
Singapore,2025-W43,saya,2,6.67,2222.22,30,24h
Slovakia,2025-W43,nede,2,6.67,2222.22,30,24h
South Africa,2025-W43,lotto,2,6.67,2222.22,30,24h
Nigeria,2025-W43,dates,2,6.67,2222.22,30,24h
Mexico,2025-W43,retenes,2,6.67,2222.22,30,24h
Peru,2025-W43,posible,2,6.67,2222.22,30,24h
Syria,2025-W43,saudi,3,10.0,2000.0,30,24h
Azerbaijan,2025-W43,mirage,2,6.67,1666.67,30,24h
China,2025-W43,suspension,1,3.33,1666.67,30,24h
Bangladesh,2025-W43,outbound,1,3.33,1666.67,30,24h
Cambodia,2025-W43,blackhawks,1,3.33,1666.67,30,24h
Cyprus,2025-W43,apnin,1,3.33,1666.67,30,24h
North Macedonia,2025-W43,gjuha,1,3.33,1666.67,30,24h
Greece,2025-W43,oikon,1,3.33,1666.67,30,24h
Mauritania,2025-W43,nouakchott,1,3.33,1666.67,30,24h
Israel,2025-W43,rein,1,3.33,1666.67,30,24h
South Korea,2025-W43,whether,1,3.33,1666.67,30,24h
Kazakhstan,2025-W43,joly,1,3.33,1666.67,30,24h
Iran,2025-W43,emirati,1,3.33,1666.67,30,24h
Saudi Arabia,2025-W43,gosi,1,3.33,1666.67,30,24h
Iraq,2025-W43,language,1,3.33,1666.67,30,24h
Madagascar,2025-W43,biodiversit,1,3.33,1666.67,30,24h
Sudan,2025-W43,passed,1,3.33,1666.67,30,24h
Russia,2025-W43,norsk,1,3.33,1666.67,30,24h
Thailand,2025-W43,owned,1,3.33,1666.67,30,24h
Pakistan,2025-W43,solved,1,3.33,1666.67,30,24h
Kuwait,2025-W43,kids,1,3.33,1111.11,30,24h
