country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Peru,2025-W44,cade,3,10.0,2500.0,30,24h
Nepal,2025-W44,nepal,6,20.0,2500.0,30,24h
Portugal,2025-W44,observador,3,10.0,2500.0,30,24h
Poland,2025-W44,zefaciuk,3,10.0,2500.0,30,24h
Serbia,2025-W44,otkrila,3,10.0,2500.0,30,24h
Papua New Guinea,2025-W44,refresh,1,5.0,2500.0,20,24h
Panama,2025-W44,esteban,3,10.0,2500.0,30,24h
Mali,2025-W44,carburant,3,10.0,2500.0,30,24h
Lebanon,2025-W44,undp,3,10.0,2500.0,30,24h
Estonia,2025-W44,leht,3,10.0,2500.0,30,24h
New Zealand,2025-W44,rugby,3,10.0,2500.0,30,24h
Mexico,2025-W44,manzo,3,10.0,2500.0,30,24h
Nigeria,2025-W44,nigerian,3,10.0,2500.0,30,24h
Italy,2025-W44,soluzione,3,10.0,2500.0,30,24h
Ghana,2025-W44,ghana,8,26.67,2424.24,30,24h
Sri Lanka,2025-W44,lanka,5,16.67,2380.95,30,24h
Iran,2025-W44,iran,7,23.33,2333.33,30,24h
Bolivia,2025-W44,bolivia,13,43.33,2280.7,30,24h
Tajikistan,2025-W44,mobile,1,9.09,2272.73,11,24h
Belarus,2025-W44,refused,2,6.67,2222.22,30,24h
Azerbaijan,2025-W44,nyas,2,6.67,2222.22,30,24h
Dominican Republic,2025-W44,consuelo,2,6.67,2222.22,30,24h
Uganda,2025-W44,aids,2,6.67,2222.22,30,24h
Venezuela,2025-W44,instalar,2,6.67,2222.22,30,24h
Cuba,2025-W44,reconoce,2,6.67,2222.22,30,24h
Japan,2025-W44,adobe,2,6.67,2222.22,30,24h
Germany,2025-W44,leben,2,6.67,2222.22,30,24h
Sweden,2025-W44,fyrverkerilager,2,6.67,2222.22,30,24h
Saudi Arabia,2025-W44,english,2,6.67,2222.22,30,24h
Syria,2025-W44,cancela,2,6.67,2222.22,30,24h
Kenya,2025-W44,nairobi,2,6.67,2222.22,30,24h
Honduras,2025-W44,koriun,2,6.67,2222.22,30,24h
Ireland,2025-W44,longford,2,6.67,2222.22,30,24h
Mauritius,2025-W44,partager,2,6.67,2222.22,30,24h
Morocco,2025-W44,verte,2,6.67,2222.22,30,24h
Kosovo,2025-W44,ambasada,2,6.67,2222.22,30,24h
Pakistan,2025-W44,draft,2,6.67,2222.22,30,24h
Malaysia,2025-W44,maut,2,6.67,2222.22,30,24h
United States,2025-W44,ripped,2,6.67,2222.22,30,24h
Thailand,2025-W44,bangkok,4,13.33,1904.76,30,24h
China,2025-W44,lettonie,1,3.33,1666.67,30,24h
Bangladesh,2025-W44,shakeup,1,3.33,1666.67,30,24h
Greece,2025-W44,amanda,1,3.33,1666.67,30,24h
Jamaica,2025-W44,impacted,1,3.33,1666.67,30,24h
Iraq,2025-W44,merz,1,3.33,1666.67,30,24h
Israel,2025-W44,healing,1,3.33,1666.67,30,24h
North Macedonia,2025-W44,mashtruese,1,3.33,1666.67,30,24h
Madagascar,2025-W44,refondation,1,3.33,1666.67,30,24h
South Korea,2025-W44,corresponding,1,3.33,1666.67,30,24h
Egypt,2025-W44,altman,1,3.33,1666.67,30,24h
Singapore,2025-W44,synergy,1,3.33,1666.67,30,24h
Russia,2025-W44,destrozado,1,3.33,1666.67,30,24h
Ukraine,2025-W44,cruiser,1,3.33,1666.67,30,24h
United Arab Emirates,2025-W44,crowned,1,3.33,1666.67,30,24h
