country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Greece,2025-W43,dynamite,1,3.33,1666.67,30,24h
China,2025-W43,combattants,1,3.33,1666.67,30,24h
Saudi Arabia,2025-W43,worldwide,1,3.33,1666.67,30,24h
Israel,2025-W43,lawler,1,3.33,1666.67,30,24h
South Korea,2025-W43,looking,1,3.33,1666.67,30,24h
Iran,2025-W43,headlines,1,3.33,1666.67,30,24h
Mauritius,2025-W43,spyair,1,3.33,1666.67,30,24h
North Macedonia,2025-W43,thinjat,1,3.33,1666.67,30,24h
Thailand,2025-W43,weightless,1,3.33,1666.67,30,24h
Syria,2025-W43,dispatches,1,3.33,1666.67,30,24h
Egypt,2025-W43,booten,1,3.33,1666.67,30,7d
Cambodia,2025-W43,crewed,1,3.33,1666.67,30,7d
Madagascar,2025-W43,carture,1,3.33,1666.67,30,7d
Bangladesh,2025-W43,rangpur,1,3.33,1666.67,30,7d
Ukraine,2025-W43,gazeta,1,3.33,1666.67,30,7d
Kazakhstan,2025-W43,nazira,1,3.33,1111.11,30,30d
