country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Cuba,2025-W44,cuban,3,10.0,2500.0,30,24h
Indonesia,2025-W44,kota,3,10.0,2500.0,30,24h
Lebanon,2025-W44,tayyar,3,10.0,2500.0,30,24h
Netherlands,2025-W44,maar,3,10.0,2500.0,30,24h
Poland,2025-W44,dzie,3,10.0,2500.0,30,24h
Panama,2025-W44,panam,3,10.0,2500.0,30,24h
Moldova,2025-W44,iile,3,10.0,2500.0,30,24h
Canada,2025-W44,ontario,3,10.0,2500.0,30,24h
France,2025-W44,vaccination,3,10.0,2500.0,30,24h
Brazil,2025-W44,alta,3,10.0,2500.0,30,24h
Chile,2025-W44,padre,3,10.0,2500.0,30,24h
Algeria,2025-W44,continu,3,10.0,2500.0,30,24h
Vanuatu,2025-W44,page,3,10.0,2500.0,30,7d
Slovakia,2025-W44,mlad,3,10.0,2500.0,30,24h
Sweden,2025-W44,kraftig,3,10.0,2500.0,30,24h
Slovenia,2025-W44,zagrozil,3,10.0,2500.0,30,24h
Syria,2025-W44,sana,1,4.76,2380.95,21,24h
Venezuela,2025-W44,profundo,2,7.14,2380.95,28,24h
Trinidad and Tobago,2025-W44,clear,2,7.14,2380.95,28,24h
Tunisia,2025-W44,alit,2,7.14,2380.95,28,24h
Malta,2025-W44,malta,2,6.9,2298.85,29,24h
Belgium,2025-W44,kiest,2,6.67,2222.22,30,24h
Afghanistan,2025-W44,schoolgirl,2,6.67,2222.22,30,24h
United States,2025-W44,stroud,2,6.67,2222.22,30,24h
China,2025-W44,connecting,2,6.67,2222.22,30,24h
Croatia,2025-W44,zatvorena,2,6.67,2222.22,30,24h
Cyprus,2025-W44,kerkida,2,6.67,2222.22,30,24h
Azerbaijan,2025-W44,allows,2,6.67,2222.22,30,24h
Bosnia and Herzegovina,2025-W44,tokom,2,6.67,2222.22,30,24h
Uruguay,2025-W44,arol,2,6.67,2222.22,30,24h
United Arab Emirates,2025-W44,adnoc,2,6.67,2222.22,30,24h
Spain,2025-W44,feij,2,6.67,2222.22,30,24h
Zimbabwe,2025-W44,zimbabwean,2,6.67,2222.22,30,24h
Peru,2025-W44,lima,2,6.67,2222.22,30,24h
Switzerland,2025-W44,ferita,2,6.67,2222.22,30,24h
Singapore,2025-W44,murasu,2,6.67,2222.22,30,24h
Nigeria,2025-W44,techcabal,2,6.67,2222.22,30,24h
Israel,2025-W44,missile,2,6.67,2222.22,30,24h
Kosovo,2025-W44,thot,2,6.67,2222.22,30,24h
Mauritius,2025-W44,homme,2,6.67,2222.22,30,24h
Norway,2025-W44,skal,2,6.67,2222.22,30,24h
North Macedonia,2025-W44,vlen,2,6.67,2222.22,30,24h
Colombia,2025-W44,cali,2,6.67,2222.22,30,24h
Honduras,2025-W44,comisi,2,6.67,2222.22,30,24h
Japan,2025-W44,ascii,2,6.67,2222.22,30,24h
South Africa,2025-W44,unpacking,1,3.57,1785.71,28,24h
Egypt,2025-W44,unexpected,1,3.33,1666.67,30,24h
Bangladesh,2025-W44,wanes,1,3.33,1666.67,30,24h
Belarus,2025-W44,names,1,3.33,1666.67,30,24h
Libya,2025-W44,opening,1,3.33,1666.67,30,24h
Kazakhstan,2025-W44,horizon,1,3.33,1666.67,30,24h
Madagascar,2025-W44,attitude,1,3.33,1666.67,30,24h
Greece,2025-W44,ceca,1,3.33,1666.67,30,24h
Sudan,2025-W44,siege,1,3.33,1666.67,30,24h
Pakistan,2025-W44,blasts,1,3.33,1666.67,30,24h
Iran,2025-W44,class,1,3.33,1666.67,30,24h
Morocco,2025-W44,sidattes,1,3.33,1666.67,30,24h
Russia,2025-W44,whatsapp,1,3.33,1666.67,30,24h
Ukraine,2025-W44,vapid,1,3.33,1666.67,30,24h
Iraq,2025-W44,hostage,1,3.33,1111.11,30,24h
South Korea,2025-W44,trial,1,3.33,1111.11,30,24h
