country_name,week,prevalent_word,word_frequency,word_percentage,prevalence_score,num_articles,timeframe
Democratic Republic of the Congo,2025-W44,tshisekedi,4,13.33,2666.67,30,24h
Afghanistan,2025-W44,ariana,4,13.33,2666.67,30,24h
Tunisia,2025-W44,alit,5,18.52,2645.5,27,24h
Bahamas,2025-W44,junkanoo,2,7.69,2564.1,26,24h
Austria,2025-W44,aktie,2,7.69,2564.1,26,24h
Tajikistan,2025-W44,storm,1,7.69,2564.1,13,24h
Kenya,2025-W44,ruto,3,10.0,2500.0,30,24h
France,2025-W44,synopsis,3,10.0,2500.0,30,24h
El Salvador,2025-W44,credibilidad,3,10.0,2500.0,30,24h
Greece,2025-W44,patrisnews,3,10.0,2500.0,30,24h
Chile,2025-W44,contralor,3,10.0,2500.0,30,24h
Estonia,2025-W44,eesti,3,10.0,2500.0,30,24h
Bosnia and Herzegovina,2025-W44,kako,3,10.0,2500.0,30,24h
Brazil,2025-W44,mara,3,10.0,2500.0,30,24h
Belgium,2025-W44,editiepajot,3,10.0,2500.0,30,24h
Switzerland,2025-W44,schweizer,3,10.0,2500.0,30,24h
United Kingdom,2025-W44,harwich,3,10.0,2500.0,30,24h
Zimbabwe,2025-W44,zimbabwe,6,20.0,2500.0,30,24h
Iceland,2025-W44,starfs,3,10.0,2500.0,30,24h
Moldova,2025-W44,ucraina,3,10.0,2500.0,30,24h
Namibia,2025-W44,windhoek,3,10.0,2500.0,30,24h
Niger,2025-W44,sahel,3,10.0,2500.0,30,24h
Nigeria,2025-W44,nigerian,3,10.0,2500.0,30,24h
Mali,2025-W44,prolong,3,10.0,2500.0,30,24h
Ireland,2025-W44,irish,3,10.0,2500.0,30,24h
Italy,2025-W44,notizie,3,10.0,2500.0,30,24h
Hungary,2025-W44,hogy,3,10.0,2500.0,30,24h
Guinea,2025-W44,enews,3,10.0,2500.0,30,24h
Turkey,2025-W44,karar,3,10.0,2500.0,30,24h
Serbia,2025-W44,izve,3,10.0,2500.0,30,24h
Qatar,2025-W44,sheikha,3,10.0,2500.0,30,24h
Guatemala,2025-W44,guatemala,5,16.67,2380.95,30,24h
Trinidad and Tobago,2025-W44,kamla,2,7.14,2380.95,28,24h
Dominican Republic,2025-W44,guez,2,6.67,2222.22,30,24h
Mauritius,2025-W44,mentor,2,6.67,2222.22,30,24h
Israel,2025-W44,draft,2,6.67,2222.22,30,24h
Azerbaijan,2025-W44,rusiya,2,6.67,2222.22,30,24h
Bangladesh,2025-W44,dhaka,2,6.67,2222.22,30,24h
Denmark,2025-W44,efter,4,13.33,2222.22,30,24h
Algeria,2025-W44,dalgerie,2,6.67,2222.22,30,24h
Argentina,2025-W44,atlas,2,6.67,2222.22,30,24h
Albania,2025-W44,drejt,2,6.67,2222.22,30,24h
Cambodia,2025-W44,startup,2,6.67,2222.22,30,24h
Canada,2025-W44,winnipeg,2,6.67,2222.22,30,24h
Kyrgyzstan,2025-W44,bishkek,2,6.67,2222.22,30,24h
Honduras,2025-W44,honduras,2,6.67,2222.22,30,24h
Iran,2025-W44,yemen,2,6.67,2222.22,30,24h
Vietnam,2025-W44,chuy,2,6.67,2222.22,30,24h
South Africa,2025-W44,release,4,13.33,2222.22,30,24h
Latvia,2025-W44,noraida,2,6.67,2222.22,30,24h
Lithuania,2025-W44,laim,2,6.67,2222.22,30,24h
Poland,2025-W44,pracy,2,6.67,2222.22,30,24h
Papua New Guinea,2025-W44,sepik,2,6.67,2222.22,30,24h
Pakistan,2025-W44,bill,2,6.67,2222.22,30,24h
Saudi Arabia,2025-W44,shafaqna,2,6.67,2222.22,30,24h
United States,2025-W44,igniting,2,6.67,2222.22,30,24h
Panama,2025-W44,panam,4,13.33,2222.22,30,24h
Slovakia,2025-W44,hnonline,2,6.67,2222.22,30,24h
Spain,2025-W44,tribuna,2,6.67,2222.22,30,24h
Mexico,2025-W44,chilango,2,6.67,2222.22,30,24h
Portugal,2025-W44,martins,2,6.67,2222.22,30,24h
North Macedonia,2025-W44,movember,2,6.67,2222.22,30,24h
Ghana,2025-W44,ghana,8,26.67,2051.28,30,24h
Jamaica,2025-W44,hurricane,7,23.33,1944.44,30,24h
Mauritania,2025-W44,ville,1,3.7,1851.85,27,24h
Egypt,2025-W44,stock,1,3.33,1666.67,30,24h
China,2025-W44,horch,1,3.33,1666.67,30,24h
Malaysia,2025-W44,dibangkitkan,1,3.33,1666.67,30,24h
Japan,2025-W44,tommy,1,3.33,1666.67,30,24h
South Korea,2025-W44,income,1,3.33,1666.67,30,24h
Jordan,2025-W44,surprises,1,3.33,1666.67,30,24h
Cyprus,2025-W44,yakla,1,3.33,1666.67,30,24h
Kuwait,2025-W44,kuna,1,3.33,1666.67,30,24h
Morocco,2025-W44,arrestation,1,3.33,1666.67,30,24h
Madagascar,2025-W44,xdrive,1,3.33,1666.67,30,24h
Kazakhstan,2025-W44,kairat,1,3.33,1666.67,30,24h
Russia,2025-W44,wink,1,3.33,1666.67,30,24h
Ukraine,2025-W44,blackseanews,1,3.33,1666.67,30,24h
United Arab Emirates,2025-W44,eskom,1,3.33,1666.67,30,24h
